# Pakistan Customs Tariff,2025-26,generated 2026-08-31,7594 codes,source: FBR published tariff (no token required)
Code,Description
0713.3910,Green beans (dry whole)
0713.3920,Green beans (split)
0713.3990,Other - - Lentils
0713.4010,Dry whole
0713.4020,Split
0713.5000,"Broad beans (Vicia faba var. major ) and horse beans(Vicia faba var. equina, Vicia faba var.minor)"
0713.6000,Pigeon peas (Cajanus cajan ) - Other
0713.9010,Black matpe (dry whole)
0713.9020,Mash dry whole
0713.9030,Mash split or washed
0713.9090,Other
0714.1000,Manioc (cassava)
0714.2000,Sweet potatoes
0714.3000,Yams (Dioscorea spp. )
0714.4000,Taro (Colocasia spp .)
0714.5000,Yautia (Xanthosoma spp. )
0714.9000,Other
0801.1100,Desiccated
0801.1200,In the inner shell (endocarp) - - Other
0801.1910,Seed
0801.1990,Other - Brazil nuts
0801.2100,In shell
0801.2200,Shelled - Cashew nuts
0801.3100,In shell
0801.3200,Shelled
0802.1100,In shell
0802.1200,Shelled - Hazelnuts or filberts (Corylus spp .)
0802.2100,In shell
0802.2200,Shelled - Walnuts
0802.3100,In shell
0802.3200,Shelled - Chestnuts (Castanea spp. )
0802.4100,In shell
0802.4200,Shelled - Pistachios
0802.5100,In shell
0802.5200,Shelled - Macadamia nuts
0802.6100,In shell
0802.6200,Shelled
0802.7000,Kola nuts (Cola spp.)
0802.8000,Areca nuts - Other
0802.9100,"Pine nuts, in shell"
0802.9200,"Pine nuts, shelled"
0802.9900,Other
0803.1000,Plantains
0803.9000,Other
0804.1010,Fresh
0804.1020,Dried
0804.2000,Figs
0804.3000,Pineapples
0804.4000,"Avocados - Guavas, mangoes and mangosteens"
0804.5010,Guavas
0804.5020,Mangoes
0804.5030,Mangosteens
0804.5040,Frozen mango
0804.5050,Mango pulp
0804.5090,Other
0805.1000,"Oranges - Mandarins (including tangerines and satsumas); clementines,wilkings and similar citrus hybrids"
0805.2100,Mandarins (including tangerines and satsumas)
0805.2200,Clementines - - Other
0805.2910,Kino (fresh)
0805.2990,Other
0805.4000,Grapefruit and pomelos
0805.5000,"Lemons (Citrus limon, Citrus limonum ) and limes (Citrus aurantifolia,Citrus latifolia)"
0805.9000,Other
0806.1000,Fresh
0806.2000,Dried
0807.1100,Watermelons
0807.1900,Other
0807.2000,Papaws (papayas)
0808.1000,Apples
0808.3000,Pears
0808.4000,Quinces
0809.1000,Apricots - Cherries
0809.2100,Sour cherries (Prunus cerasus)
0809.2900,Other
0809.3000,"Peaches, including nectarines"
0809.4000,Plums and sloes
0810.1000,Strawberries
0810.2000,"Raspberries, blackberries, mulberries and loganberries"
0810.3000,"Black, white or red currants and gooseberries"
0810.4000,"Cranberries, bilberries and other fruits of the genus Vaccinium"
0810.5000,Kiwifruit
0810.6000,Durians
0810.7000,Persimmons - Other
0810.9010,Pomegranates
0810.9090,Other
0811.1000,Strawberries
0811.2000,"Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries"
0811.9000,Other
0812.1000,Cherries
0812.9000,Other
0813.1000,Apricots
0813.2000,Prunes
0813.3000,Apples - Other fruit
0813.4010,Tamarind
0813.4020,Cherries
0813.4040,Peaches (arroo)
0813.4050,Plums (allocha)
0813.4060,Lichis
0813.4070,Raisins
0813.4090,Other
0813.5000,Mixtures of nuts or dried fruits of this Chapter
0814.0000,"Peel of citrus fruit or melons (Including watermelons) fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions"
0901.1100,Not decaffeinated
0901.1200,Decaffeinated - Coffee roasted
0901.2100,Not decaffeinated
0901.2200,Decaffeinated
0901.9000,Other
0902.1000,Green tea (not fermented) in immediate packings of a content not exceeding 3 kg
0902.2000,Other green tea (not fermented)
0902.3000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg"
0902.4010,Tea dust
0902.4020,Black tea in a packing exceeding 3 kg
0902.4090,Other
0903.0000,Mate
0904.1110,Black
0904.1120,White
0904.1130,Pepper seeds for sowing
0904.1190,Other
0904.1200,"Crushed or ground - Fruits of the genus Capsicum or of the genus Pimenta: - - Dried, neither crushed nor ground"
0904.2110,Red chillies (whole)
0904.2120,Red chillies seeds for sowing
0904.2190,Other - - Crushed or ground
0904.2210,Red chillies (powder)
0904.2290,Other
0905.1000,Neither crushed nor ground
0905.2000,Crushed or ground
0906.1100,Cinnamon (Cinnamomum zeylanicum Blume)
0906.1900,Other
0906.2000,Crushed or ground
0907.1000,Neither crushed nor ground
0907.2000,Crushed or ground
0908.1100,Neither crushed nor ground
0908.1200,Crushed or ground - Mace
0908.2100,Neither crushed nor ground
0908.2200,Crushed or ground - Cardamoms: - - Neither crushed nor ground
0908.3110,Large
0908.3120,Small
0908.3200,Crushed or ground
0909.2100,Neither crushed nor ground
0909.2200,Crushed or ground - Seeds of cumin
0909.3100,Neither crushed nor ground
0909.3200,"Crushed or ground - Seeds of anise, badian, caraway or fennel; juniper berries"
0909.6100,Neither crushed nor ground
0909.6200,Crushed or ground
0910.1100,Neither crushed nor ground
0910.1200,Crushed or ground
0910.2000,Saffron
0910.3000,Turmeric (curcuma) - Other spices
0910.9100,Mixtures referred to in Note 1 (b) to this Chapter - - Other
0910.9910,Thyme; bay leaves
0910.9990,Other
1001.1100,Seed
1001.1900,Other - Other
1001.9100,Seed
1001.9900,Other
1002.1000,Seed
1002.9000,Other
1003.1000,Seed
1003.9000,Other
1004.1000,Seed
1004.9000,Other
1005.1000,Seed
1005.9000,Other
1006.1010,Seed for sowing
1006.1090,Other
1006.2000,"Husked (brown) rice - Semi-milled or wholly milled rice, whether or not polished or glazed"
1006.3010,Basmati
1006.3090,Other
1006.4000,Broken rice
1007.1000,Seed
1007.9000,Other
1008.1000,Buckwheat - Millet
1008.2100,Seed
1008.2900,Other
1008.3000,Canary seeds
1008.4000,Fonio (Digitaria spp.)
1008.5000,Quinoa(Chenopodium quinoa)
1008.6000,Triticale
1008.9000,Other cereals
1101.0010,Of Wheat
1101.0020,Of Meslin
1102.2000,Maize (corn) flour - Other
1102.9010,Rice flour
1102.9090,Other - Groats and meal
1103.1100,Of wheat
1103.1300,Of maize (corn)
1103.1900,Of other cereals
1103.2000,Pellets
1104.1200,Of oats
1104.1900,"Of other cereals - Other worked grains (for example, hulled, pearled, sliced or kibbled)"
1104.2200,Of oats
1104.2300,Of Maize (corn)
1104.2900,Of other cereals
1104.3000,"Germ of cereals, whole, rolled, flaked or ground"
1105.1000,"Flour, meal and powder"
1105.2000,"Flakes, granules and pellets"
1106.1000,Of the dried leguminous vegetables of heading 07.13
1106.2000,Of sago or of roots or tubers of heading 07.14
1106.3000,Of the products of Chapter-8
1107.1000,Not roasted
1107.2000,Roasted
1108.1100,Wheat starch
1108.1200,Maize (corn) starch
1108.1300,Potato starch
1108.1400,Manioc (cassava) starch
1108.1900,Other starches
1108.2000,Inulin
1109.0000,"Wheat gluten, whether or not dried"
1201.1000,Seed
1201.9000,Other
1202.3000,Seed - Other
1202.4100,In shell
1202.4200,"Shelled, whether or not broken"
1203.0000,Copra
1204.0000,"Linseed, whether or not broken"
1205.1000,Low erucic acid rape or colza seeds
1205.9000,Other
1206.0000,"Sunflower seeds, whether or not broken"
1207.1000,Palm nuts and kernels - Cotton seeds
1207.2100,Seed
1207.2900,Other
1207.3000,Castor oil seeds
1207.4000,Sesamum seeds
1207.5000,Mustard seeds
1207.6000,Safflower (Carthamus tinctorius ) seeds
1207.7000,Melon seeds - Other
1207.9100,Poppy seeds
1207.9900,Other
1208.1000,Of soya beans - Other
1208.9010,Flours of castor
1208.9020,Castor meal
1208.9090,Other
1209.1000,Sugar beet seeds - Seeds of forage plants
1209.2100,Lucerne (alfalfa) seeds
1209.2200,Clover (Trifolium spp. ) seeds
1209.2300,Fescue seeds
1209.2400,Kentucky blue grass (Poa pratensis L .) seeds
1209.2500,"Rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds"
1209.2900,Other
1209.3000,Seeds of herbaceous plants cultivated principally for their flowers
1209.9110,Of onion
1209.9120,Of tomato
1209.9130,Of okra
1209.9190,Other
1209.9900,Other
1210.1000,"Hop cones, neither ground nor powdered, nor in the form of pellets"
1210.2000,"Hop cones, ground powdered or in the form of pellets; lupulin"
1211.2000,Ginseng roots
1211.3000,Coca leaf
1211.4000,Poppy straw
1211.5000,Ephedra
1211.6000,Bark of African cherry (Prunus africana )
1211.9000,Other
1212.2100,Fit for human consumption
1212.2900,Other - Other
1212.9100,Sugar beet
1212.9200,Locust beans (carob)
1212.9300,Sugar cane
1212.9400,Chicory roots
1212.9900,Other
1213.0000,"Cereal straw and husks, unprepared whether or not chopped, ground, pressed or in the form of pellets"
1214.1000,Lucerne (alfalfa) meal and pellets
1214.9000,Other
1301.2000,Gum Arabic - Other
1301.9010,Cannabis resins and balsams
1301.9020,Seed lac
1301.9090,Other
1302.1100,Opium
1302.1200,Of liquorice
1302.1300,Of hops
1302.1400,Of ephedra
1302.1900,Other
1302.2000,"Pectic substances, pectinates and pectates - Mucilages and thickeners, whether or not modified, derived from vegetable products"
1302.3100,"Agar-agar - - Mucilages and thickeners, whether or not modified, derived from locust beans, locust bean seeds or guar seeds"
1302.3210,Guwar gum
1302.3290,Other
1302.3900,Other
1401.1000,Bamboos
1401.2000,Rattans
1401.9000,Other
1404.2000,Cotton linters - Other
1404.9010,Tendu leaves (biri leaves)
1404.9020,Betel leaves Rs.6 00/K g
1404.9030,"Vegetable materials of a kind used primarily as stuffing or as padding (for example, kapok, vegetable hair and eel-grass), whether or not put up as a layer with or without supporting material"
1404.9041,Broomcorn (Sorghum vulgare var technicum)
1404.9049,Other
1404.9050,Hena leave and powder
1404.9090,Other
1501.1000,Lard
1501.2000,Other pig fat
1501.9000,Other
1502.1000,Tallow
1502.9000,Other
1503.0010,"Lard stearin, lard oil"
1503.0090,Other
1504.1000,Fish-liver oils and their fractions
1504.2000,"Fats and oils and their fractions, of fish, other than liver oils"
1504.3000,"Fats and oils and their fractions, of marine mammals"
1505.0010,Lanolin
1505.0090,Other
1506.0000,"Other animal fats and oils and their fractions, whether or not refined, but not chemically modified"
1507.1000,"Crude oil, whether or not degummed Rs.10550 / MT"
1507.9000,Other Rs.1 1700 /MT
1508.1000,Crude oil Rs.1 3150 /MT
1508.9000,Other Rs.1 4300 /MT
1509.2000,Extra virgin olive oil Rs.5 000/ MT
1509.3000,Virgin olive oil Rs.5 000/ MT
1509.4000,Other virgin olive oils Rs.5 000/ MT
1509.9000,Other Rs.6 000/ MT
1510.1000,Crude olive pomace oil Rs.6 000/ MT
1510.9000,Other Rs.6 000/ MT
1511.1000,Crude oil Rs.8 000/ MT
1511.9010,Palm stearin Rs.9 050/ MT
1511.9020,RBD Palm Oil Rs.1 0800 / MT
1511.9030,Palm olein Rs.9 050/ MT
1511.9090,Other Rs.1 0800 /MT
1512.1100,Crude oil Rs.1 5000 /MT
1512.1900,Other Rs.1 6800 /MT
1512.2100,"Crude oil, whether or not gossypol has been removed Rs.15000/M T"
1512.2900,Other Rs.1 6800 /MT
1513.1100,Crude oil Rs.9 050/ MT
1513.1900,Other Rs.1 0800 /MT
1513.2100,Crude oil Rs.9 050/ MT
1513.2900,Other Rs.1 0800 /MT
1514.1100,Crude oil Rs.1 5000 /MT
1514.1900,Other Rs.1 6800 /MT
1514.9100,Crude oil Rs.9 050/ MT
1514.9900,Other Rs.1 0200 /MT
1515.1100,Crude oil Rs.9 500/ MT
1515.1900,Other Rs.1 0800 /MT
1515.2100,Crude oil Rs.1 5000 /MT
1515.2900,Other Rs.1 6600 /MT
1515.3000,Castor oil and its fractions Rs.905 0/MT
1515.5000,Sesame oil and its fractions Rs.905 0/MT
1515.6000,Microbial fats and oils and their fractions Rs.9050/ MT
1515.9000,Other Rs.9 050/ MT
1516.1000,Animal fats and oils and their fractions Rs.10200 /MT - Vegetable fats and oils and their fractions
1516.2010,Vegetable fats and their fractions Rs.10200 /MT
1516.2020,Vegetable oils and their fractions Rs.10200 /MT
1516.3000,Microbial fats and oils and their fractions Rs.10200 /MT
1517.1000,"Margarine, excluding liquid margarine Rs.10800 /MT"
1517.9000,Other Rs.1 0800 /MT
1518.0000,"Animal, vegetable or microbial fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of"
1520.0000,"Glycerol, crude; glycerol waters and glycerol lyes"
1521.1000,Vegetable waxes - Other
1521.9010,Bees wax
1521.9090,Other
1522.0010,Of animals or vegetable waxes
1522.0090,Other
1601.0000,"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based on these products"
1602.1000,Homogenised preparations
1602.2000,Of liver of any animal - Of poultry of heading 01.05
1602.3100,Of turkeys
1602.3200,Of fowls of the species Gallus domesticus (chicken)
1602.3900,Other - Of swine
1602.4100,Hams and cuts thereof
1602.4200,Shoulders and cuts thereof
1602.4900,"Other, including mixtures"
1602.5000,Of bovine animals
1602.9000,"Other, including preparations of blood of any animal"
1603.0000,"Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates"
1604.1100,Salmon
1604.1200,Herrings
1604.1300,"Sardines, sardinella and brisling or sprats"
1604.1400,"Tunas, skipjack tuna and bonito (Sarda spp .)"
1604.1500,Mackerel
1604.1600,Anchovies
1604.1700,Eels
1604.1800,Shark fins
1604.1900,Other - Other prepared or preserved fish
1604.2010,Fish maws
1604.2020,Fish fillet
1604.2090,Other - Caviar and caviar substitutes
1604.3100,Caviar
1604.3200,Caviar substitutes
1605.1000,Crab - Shrimps and prawns
1605.2100,Not in airtight container
1605.2900,Other
1605.3000,Lobster
1605.4000,Other crustaceans - Molluscs
1605.5100,Oysters
1605.5200,"Scallops, including queen scallops"
1605.5300,Mussels
1605.5400,Cuttle fish and squid
1605.5500,Octopus
1605.5600,"Clams, cockles and arkshells"
1605.5700,Abalone
1605.5800,"Snails, other than sea snails"
1605.5900,Other - Other aquatic invertebrates
1605.6100,Sea cucumbers
1605.6200,Sea urchins
1605.6300,Jellyfish
1605.6900,Other
1701.1200,Beet sugar - - Cane sugar specified in Subheading Note 2 to this Chapter
1701.1310,Gur (Jaggery)
1701.1390,Other
1701.1400,Other cane sugar - Other
1701.9100,Containing added flavouring or colouring matter - - Other
1701.9910,White crystalline cane sugar
1701.9920,White crystalline beet sugar
1701.9930,Chemically pure sucrose
1701.9990,Other
1702.1110,Lactose
1702.1120,Lactose syrup
1702.1900,Other - Maple sugar and maple syrup
1702.2010,Maple sugar
1702.2020,Maple syrup
1702.3000,"Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose"
1702.4000,"Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar"
1702.5000,Chemically pure fructose
1702.6000,"Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar"
1702.9010,Maltose
1702.9020,Caramel
1702.9030,Malto dextrins
1702.9090,Other
1703.1000,Cane molasses
1703.9000,Other
1704.1000,"Chewing gum, whether or not sugar-coated - Other"
1704.9010,White chocolate
1704.9090,Other
1801.0000,"Cocoa beans, whole or broken, raw or roasted"
1802.0000,"Cocoa shells, husks, skins and other cocoa waste"
1803.1000,Not defatted
1803.2000,Wholly or partly defatted
1804.0000,"Cocoa butter, fat and oil"
1805.0000,"Cocoa powder, not containing added sugar or other sweetening matter"
1806.1000,"Cocoa powder, containing added sugar or other sweetening matter"
1806.2010,Chocolate preparation
1806.2020,"Chocolate crumbs in packing of 25kg or more in powder, granules or briquettes"
1806.2090,"Other - Other, in blocks, slabs or bars"
1806.3100,Filled
1806.3200,Not filled
1806.9000,Other
1901.1000,"Preparations suitable for infants or young children, put up for retail sale"
1901.2000,Mixes and doughs for the preparation of bakers' wares of heading 19.05
1901.9010,Malt extract
1901.9020,"Preparations other than in retail packing, not containing cocoa"
1901.9090,Other
1902.1100,Containing eggs - - Other
1902.1910,Macaroni raw
1902.1920,Vermacelli
1902.1990,Other
1902.2000,"Stuffed pasta, whether or not cooked or otherwise prepared"
1902.3000,Other pasta
1902.4000,Couscous
1903.0010,Sago
1903.0090,Other
1904.1010,Corn flakes
1904.1090,Other
1904.2000,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes and roasted cereal flakes or swelled cereals
1904.3000,Bulgur wheat
1904.9000,Other
1905.1000,Crispbread
1905.2000,Gingerbread and the like - Sweet biscuits; waffles and wafers
1905.3100,Sweet biscuits
1905.3200,Waffles and wafers
1905.4000,"Rusks, toasted bread and similar toasted products"
1905.9000,Other
2001.1000,Cucumbers and gherkins - Other
2001.9010,Pickles
2001.9090,Other
2002.1000,"Tomatoes, whole or in pieces - Other"
2002.9010,Tomatoes paste
2002.9090,Other
2003.1000,Mushrooms of the genus Agaricus
2003.9000,Other
2004.1000,Potatoes
2004.9000,Other vegetables and mixtures of vegetables
2005.1000,Homogenised vegetables
2005.2000,Potatoes
2005.4000,"Peas (Pisum sativum ) - Beans (Vigna spp., Phaseolus spp .)"
2005.5100,"Beans, shelled"
2005.5900,Other
2005.6000,Asparagus
2005.7000,Olives
2005.8000,Sweet corn (Zea mays var. saccharata) - Other vegetables and mixtures of vegetables
2005.9100,Bamboo shoots
2005.9900,Other
2006.0000,"Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar (drained, glacé or crystallised)"
2007.1000,Homogenised preparations - Other
2007.9100,Citrus fruit
2007.9900,Other
2008.1100,Ground-nuts
2008.1900,"Other, including mixtures"
2008.2000,Pineapples
2008.3000,Citrus fruit
2008.4000,Pears
2008.5000,Apricots
2008.6000,Cherries
2008.7000,"Peaches, including nectarines"
2008.8000,"Strawberries - Other, including mixtures other than those of subheading 2008.19"
2008.9100,Palm hearts
2008.9300,"Cranberries (Vaccinium macrocarpon, Vaccinium oxycoccos ); lingonberries (Vaccinium vitis-idaea )"
2008.9700,Mixtures
2008.9900,Other
2009.1100,Frozen
2009.1200,"Not frozen, of a Brix value not exceeding 20"
2009.1900,Other - Grapefruit juice; pomelo juice
2009.2100,Of a Brix value not exceeding 20
2009.2900,Other - Juice of any other single citrus fruit
2009.3100,Of a Brix value not exceeding 20
2009.3900,Other - Pineapple juice
2009.4100,Of a Brix value not exceeding 20
2009.4900,Other
2009.5000,Tomato juice - Grape juice (including grape must)
2009.6100,Of a Brix value not exceeding 30
2009.6900,Other - Apple juice
2009.7100,Of a Brix value not exceeding 20
2009.7900,"Other - juice of any Other single fruit, nut or vegetable"
2009.8100,"Cranberry (Vaccinium macrocarpon, Vaccinium oxycoccos ) juice; lingonberry (Vaccinium vitis-idaea) juice"
2009.8900,Other
2009.9000,Mixtures of juices
2101.1110,Instant coffee in bulk
2101.1120,Instant coffee in retail packs
2101.1190,Other
2101.1200,"Preparations with a basis of extracts, essences or concentrates or with a basis of coffee"
2101.2000,"Extracts, essences and concentrates, of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate"
